2840992.13333333,24000000,6000000
2979076.666666667,24000000,6000000
2041673.4666666668,24000000,6000000
1573461.2,24000000,6000000
1547303.066666667,24000000,6000000
1534572.266666667,24000000,6000000
1597459.333333334,24000000,6000000
2778948.399999997,24000000,6000000
1703175.0666666671,24000000,6000000
1688799.466666667,24000000,6000000
1567774.666666667,20000000,6000000
1581359.8666666672,20000000,6000000
1560162.4,20000000,6000000
1557207.33333333,20000000,6000000
1536296.933333333,20000000,6000000
1532788.800000003,20000000,6000000
1531448.533333333,20000000,6000000
1560993.4666666668,20000000,6000000
1639398.7999999998,20000000,6000000
1618187.7333333371,20000000,6000000
1686716.8,17000000,6000000
1614660.799999997,17000000,6000000
1736509.066666663,17000000,6000000
1926052.133333337,17000000,6000000
1665360.2666666661,17000000,6000000
1586775.333333334,17000000,6000000
1728166.933333333,17000000,6000000
1756396.5333333341,17000000,6000000
2634505.199999997,17000000,6000000
2185500.266666667,17000000,6000000
2730200.2666666703,14000000,6000000
2731692.4,14000000,6000000
1972865.066666667,14000000,6000000
1578693.333333333,14000000,6000000
2823871.33333333,14000000,6000000
1880714.3999999969,14000000,6000000
1652995.466666667,14000000,6000000
1700285.599999997,14000000,6000000
2769068.1333333403,14000000,6000000
2063400.4000000032,14000000,6000000
1950179.733333333,11000000,6000000
1571442.2666666629,11000000,6000000
1610425.9999999972,11000000,6000000
1587078.533333337,11000000,6000000
1575460.800000003,11000000,6000000
1519537.333333333,11000000,6000000
1706828.533333337,11000000,6000000
1557524.533333333,11000000,6000000
1596456.0,11000000,6000000
1552728.533333333,11000000,6000000
1544376.666666666,8000000,6000000
1475124.666666666,8000000,6000000
1659675.8666666672,8000000,6000000
2659384.8000000026,8000000,6000000
3249109.7333333297,8000000,6000000
1680947.733333333,8000000,6000000
1541711.999999997,8000000,6000000
1772020.26666667,8000000,6000000
2911834.4,8000000,6000000
3038698.266666663,8000000,6000000
2890931.33333333,5000000,6000000
3565064.13333333,5000000,6000000
2469839.866666667,5000000,6000000
2048911.33333333,5000000,6000000
1521216.0,5000000,6000000
1521498.0,5000000,6000000
1610462.5333333341,5000000,6000000
2748827.466666663,5000000,6000000
1583118.399999997,5000000,6000000
1716714.1333333328,5000000,6000000
1694040.933333333,5000000,6000000
1622986.0,5000000,6000000
1671303.333333333,3500000,6000000
1568355.333333333,3500000,6000000
1561698.666666666,2000000,6000000
1554208.0,2000000,6000000
1685803.2,2000000,6000000
1586348.266666667,2000000,6000000
1552057.733333333,2000000,6000000
1519807.466666667,2000000,6000000
1561517.066666666,2000000,6000000
1570193.2,2000000,6000000
1763288.0,2000000,6000000
1557140.933333333,2000000,6000000
1489083.866666667,2000000,6000000
1557473.6,2000000,6000000
1714746.2666666629,3500000,6000000
1714938.933333334,3500000,6000000
2843244.4000000004,3500000,6000000
1931951.200000003,3500000,6000000
2825229.866666663,3500000,6000000
1868426.533333337,3500000,6000000
1570551.2000000002,3500000,6000000
1682737.33333333,3500000,6000000
1890510.800000003,3500000,6000000
2606420.133333337,3500000,6000000
1518112.4,3500000,6000000
1520469.7333333339,3500000,6000000
1814928.6666666633,3500000,6000000
1893878.0000000028,3500000,6000000
1727614.0,3500000,6000000
1595818.933333337,3500000,6000000
1561857.7333333301,3500000,6000000
1633827.200000003,3500000,6000000
1580419.7333333371,3500000,6000000
1766372.8,3500000,6000000
1566531.733333334,3500000,6000000
2694839.33333333,5000000,6000000
1928857.86666667,5000000,6000000
1694206.1333333328,5000000,6000000
1771706.4,5000000,6000000
1826339.33333333,5000000,6000000
3210918.0,5000000,6000000
3437400.26666666,5000000,6000000
1915678.266666667,5000000,6000000
1622885.333333333,5000000,6000000
1582233.866666666,5000000,6000000
2691021.06666667,5000000,6000000
1764242.0,5000000,6000000
1915913.06666667,5000000,6000000
3445191.2,5000000,6000000
2761913.200000003,3500000,6000000
1934815.2,3500000,6000000
1481761.066666667,3500000,6000000
1507149.733333333,3500000,6000000
1562915.866666663,3500000,6000000
1544074.4000000032,3500000,6000000
1504007.733333333,2000000,6000000
1679644.13333333,3500000,6000000
2922335.86666666,5000000,6000000
2000574.8,5000000,6000000
2992432.2666666703,5000000,6000000
2353358.93333333,5000000,6000000
2308334.5333333397,5000000,6000000
1800475.600000003,5000000,6000000
1850022.800000003,5000000,6000000
1755306.266666667,5000000,6000000
2002115.466666663,5000000,6000000
1612688.666666667,5000000,6000000
1932910.2666666629,5000000,6000000
2148536.799999997,5000000,6000000
2249401.3333333298,5000000,6000000
2096362.1333333328,3500000,6000000
1924225.2000000002,3500000,6000000
1709448.0,3500000,6000000
1629389.733333333,3500000,6000000
1817538.0,3500000,6000000
1860915.6,3500000,6000000
2818918.3999999966,3500000,6000000
1957636.800000003,3500000,6000000
3605404.66666666,5000000,6000000
2991864.4,5000000,6000000
1877021.466666663,5000000,6000000
1734094.93333333,5000000,6000000
1795441.06666667,5000000,6000000
2864325.86666667,5000000,6000000
1905045.0666666701,5000000,6000000
1556540.13333333,5000000,6000000
2819721.46666667,5000000,6000000
2121166.2666666703,5000000,6000000
1703411.86666667,5000000,6000000
1616438.0,5000000,6000000
1689852.0000000028,5000000,6000000
1630988.933333333,3500000,6000000
1599512.4000000032,3500000,6000000
1597359.46666667,3500000,6000000
1570027.7333333371,3500000,6000000
1689388.133333337,3500000,6000000
1648343.866666667,3500000,6000000
1566852.66666667,3500000,6000000
1611676.66666667,3500000,6000000
1574452.133333333,3500000,6000000
2540873.46666667,5000000,6000000
3343895.2,5000000,6000000
1949011.466666663,5000000,6000000
1562215.333333333,5000000,6000000
2567071.2,5000000,6000000
3490628.4,5000000,6000000
3147558.13333334,5000000,6000000
4363890.0,5000000,6000000
2947565.33333333,5000000,6000000
2913609.466666663,5000000,6000000
2251561.7333333297,5000000,6000000
1665897.2000000002,5000000,6000000
1809527.9999999972,5000000,6000000
1844577.599999997,5000000,6000000
1629905.866666666,5000000,6000000
1798607.200000003,5000000,6000000
1644281.733333333,3500000,6000000
2790646.4,5000000,6000000
1561531.4666666668,5000000,6000000
1591231.4666666668,5000000,6000000
1502399.466666666,5000000,6000000
1457329.6,5000000,6000000
1423010.666666666,3500000,6000000
1454228.5333333332,3500000,6000000
1415538.8,3500000,6000000
1599976.266666666,3500000,6000000
1529850.7999999998,3500000,6000000
1558370.0,2000000,6000000
1537981.2,2000000,6000000
1554925.6,2000000,6000000
1499533.733333333,2000000,6000000
1762470.933333334,2000000,6000000
1681682.933333333,3500000,6000000
1637048.133333333,3500000,6000000
1706658.800000003,3500000,6000000
1526443.066666667,3500000,6000000
2940333.33333333,3500000,6000000
1986627.999999997,3500000,6000000
3593145.5999999996,5000000,6000000
2443031.6,5000000,6000000
1602248.53333333,5000000,6000000
1635511.5999999968,5000000,6000000
2895612.533333333,5000000,6000000
1749588.399999997,5000000,6000000
1824988.9333333299,5000000,6000000
1600576.66666667,5000000,6000000
2354018.5333333397,5000000,6000000
2239124.000000003,5000000,6000000
1824144.533333333,5000000,6000000
1553851.6,5000000,6000000
1551294.7999999998,3500000,6000000
1654197.200000003,3500000,6000000
1543677.2000000002,3500000,6000000
1568874.666666663,3500000,6000000
2385237.06666667,5000000,6000000
3061761.06666666,5000000,6000000
2689516.53333333,5000000,6000000
2270077.73333333,5000000,6000000
1606516.2666666699,5000000,6000000
1556522.933333333,5000000,6000000
2682898.1333333403,5000000,6000000
3028360.6666666702,5000000,6000000
1982969.333333337,5000000,6000000
2222645.6,5000000,6000000
1739516.0000000028,5000000,6000000
2786216.0,5000000,6000000
1815115.866666663,5000000,6000000
2138167.733333337,5000000,6000000
3845050.0,5000000,6000000
2984685.86666667,5000000,6000000
2029785.86666667,5000000,6000000
1607036.53333333,3500000,6000000
1746685.333333337,3500000,6000000
1808373.46666667,3500000,6000000
1929652.800000003,3500000,6000000
1665216.666666667,3500000,6000000
1692336.666666667,3500000,6000000
2066673.599999997,3500000,6000000
2559210.66666667,5000000,6000000
1662386.13333333,5000000,6000000
1682318.933333337,5000000,6000000
1975668.799999997,5000000,6000000
1678690.0,5000000,6000000
1845415.200000003,5000000,6000000
2197053.733333337,5000000,6000000
1647298.4000000001,5000000,6000000
1568778.266666667,5000000,6000000
1661528.533333337,5000000,6000000
1572509.2,3500000,6000000
1584525.6,3500000,6000000
1544550.4000000032,3500000,6000000
1550508.9333333299,3500000,6000000
1559401.0666666632,3500000,6000000
1539441.600000003,3500000,6000000
1590907.86666667,3500000,6000000
1678661.333333333,3500000,6000000
2839532.6666666702,3500000,6000000
2093582.666666667,3500000,6000000
3499326.1333333403,5000000,6000000
2789530.4,5000000,6000000
2131186.133333337,5000000,6000000
1819471.866666663,5000000,6000000
2779606.266666663,5000000,6000000
1706515.4666666668,5000000,6000000
1898106.666666667,5000000,6000000
1558533.6,5000000,6000000
2531160.93333334,5000000,6000000
2185702.93333334,5000000,6000000
2159227.06666667,5000000,6000000
1626239.33333333,5000000,6000000
1575272.133333337,5000000,6000000
1531181.8666666672,3500000,6000000
1525929.733333333,3500000,6000000
1580539.333333337,3500000,6000000
1573394.9333333299,3500000,6000000
1560053.73333333,3500000,6000000
1567074.533333337,3500000,6000000
1574856.1333333328,3500000,6000000
1641905.733333333,3500000,6000000
2618149.733333337,3500000,6000000
2928802.0,5000000,6000000
1958014.93333333,5000000,6000000
2188263.733333333,5000000,6000000
1711165.86666667,5000000,6000000
1617122.533333337,5000000,6000000
3686057.06666667,5000000,6000000
2245325.5999999996,5000000,6000000
2723995.06666667,5000000,6000000
3173163.2,5000000,6000000
1591426.399999997,5000000,6000000
1660702.1333333328,5000000,6000000
